iddetalle_ingreso,cantidad,precio,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado_ingreso,idcategoria,codigo,nombre,precio_venta,stock,descripcion,imagen,estado_articulo
685088723,97,724.78,Recibo,8258580,,2016-08-12,3.4,16624.64,Cancelada,75369,mDrgAL1m,Portátil Box,724.78,53,Artículo Portátil Box en venta en tienda,fig_491,1
829148744,89,237.91,Nota de Débito,5716813,,2023-06-14,78.91,1105.5,Pendiente,32684,zhXeUg2l,Alfombra Yes,237.91,98,Artículo Alfombra Yes en venta en tienda,fig_60,1
420846529,36,237.91,Recibo,9300901,,2018-03-28,30.63,83864.93,Pendiente,32684,zhXeUg2l,Alfombra Yes,237.91,98,Artículo Alfombra Yes en venta en tienda,fig_60,1
624389398,56,237.91,Recibo,1004142,,2015-07-08,81.87,57503.78,Cancelada,32684,zhXeUg2l,Alfombra Yes,237.91,98,Artículo Alfombra Yes en venta en tienda,fig_60,1
106059386,35,776.98,Nota de Débito,5716813,,2023-06-14,78.91,1105.5,Pendiente,32684,gc6uJ1tR,Jarrón Ok,776.98,27,Artículo Jarrón Ok en venta en tienda,fig_334,1
791781463,97,860.73,Ticket de Venta,4457531,,2023-08-18,30.1,19505.43,Reembolsada,82016,BmrB2YRK,Zapatos Executive,860.73,38,Artículo Zapatos Executive en venta en tienda,fig_660,1
511649876,38,166.24,Ticket de Venta,2113689,,2016-02-01,18.77,87224.11,En proceso,82016,YHpMer4L,Zapatos Resource,166.24,45,Artículo Zapatos Resource en venta en tienda,fig_857,1
427036973,96,166.24,Boleta de Venta,9121513,,2018-01-10,1.31,77257.4,Reembolsada,82016,YHpMer4L,Zapatos Resource,166.24,45,Artículo Zapatos Resource en venta en tienda,fig_857,1
176474197,92,669.37,Ticket de Venta,3746503,,2015-12-11,82.99,29250.73,Reembolsada,39582,jWtpoG5w,Camisa A,669.37,22,Artículo Camisa A en venta en tienda,fig_240,1
165684107,45,268.22,Ticket de Venta,3746503,,2015-12-11,82.99,29250.73,Reembolsada,32684,08b0Je2L,Cuadro Anything,268.22,39,Artículo Cuadro Anything en venta en tienda,fig_117,1
167370736,6,268.22,Nota de Débito,6818547,,2020-08-07,65.5,76105.36,Cancelada,32684,08b0Je2L,Cuadro Anything,268.22,39,Artículo Cuadro Anything en venta en tienda,fig_117,1
438216499,21,268.22,Nota de Débito,8804814,,2019-09-13,51.88,29411.42,Cancelada,32684,08b0Je2L,Cuadro Anything,268.22,39,Artículo Cuadro Anything en venta en tienda,fig_117,1
109410251,73,268.22,Factura,7234302,,2016-08-27,23.71,70675.92,En proceso,32684,08b0Je2L,Cuadro Anything,268.22,39,Artículo Cuadro Anything en venta en tienda,fig_117,1
394839565,52,788.21,Ticket de Venta,3746503,,2015-12-11,82.99,29250.73,Reembolsada,32684,gTpqGjtB,Mesa Will,788.21,11,Artículo Mesa Will en venta en tienda,fig_839,1
751338375,5,788.21,Ticket de Venta,9478105,,2019-05-22,13.9,88138.19,Cancelada,32684,gTpqGjtB,Mesa Will,788.21,11,Artículo Mesa Will en venta en tienda,fig_839,1
558130467,53,788.21,Ticket de Venta,7748829,,2021-12-17,91.46,70393.9,Reembolsada,32684,gTpqGjtB,Mesa Will,788.21,11,Artículo Mesa Will en venta en tienda,fig_839,1
357316042,59,788.21,Ticket de Venta,2897388,,2020-09-29,11.29,22707.2,Pendiente,32684,gTpqGjtB,Mesa Will,788.21,11,Artículo Mesa Will en venta en tienda,fig_839,1
121702490,19,869.79,Factura,8407417,,2016-08-16,40.42,36222.19,Pendiente,40879,WdBsGrDE,Maquillaje Shake,869.79,78,Artículo Maquillaje Shake en venta en tienda,fig_72,1
392126172,51,917.28,Factura,8407417,,2016-08-16,40.42,36222.19,Pendiente,75369,pN3NeFAE,Tableta Bag,917.28,28,Artículo Tableta Bag en venta en tienda,fig_516,1
216100950,79,629.13,Boleta de Venta,6294601,,2018-09-30,16.84,4585.01,Cancelada,82016,3kMO0M9z,Tenis Talk,629.13,75,Artículo Tenis Talk en venta en tienda,fig_224,1
442681061,42,687.71,Boleta de Venta,6294601,,2018-09-30,16.84,4585.01,Cancelada,32684,nipXnkSj,Alfombra Especially,687.71,68,Artículo Alfombra Especially en venta en tienda,fig_154,1
167784643,40,687.71,Factura,2862431,,2019-06-06,14.65,65432.63,Cancelada,32684,nipXnkSj,Alfombra Especially,687.71,68,Artículo Alfombra Especially en venta en tienda,fig_154,1
356857975,99,96.29,Ticket de Venta,7570276,,2023-07-11,56.42,29420.63,Cancelada,39582,rj1PIR7P,Camisa Oil,96.29,82,Artículo Camisa Oil en venta en tienda,fig_937,1
909594578,37,96.29,Ticket de Venta,2228372,,2018-08-12,71.66,28877.11,Reembolsada,39582,rj1PIR7P,Camisa Oil,96.29,82,Artículo Camisa Oil en venta en tienda,fig_937,1
218741683,57,96.29,Recibo,4032632,,2017-04-26,85.26,48863.9,En proceso,39582,rj1PIR7P,Camisa Oil,96.29,82,Artículo Camisa Oil en venta en tienda,fig_937,1
394809210,95,96.29,Nota de Crédito,9363909,,2023-07-02,26.79,97742.98,Pendiente,39582,rj1PIR7P,Camisa Oil,96.29,82,Artículo Camisa Oil en venta en tienda,fig_937,1
435755107,58,581.8,Nota de Débito,7098601,,2023-07-06,12.98,21804.7,Completada,64218,WJRUXhCo,Galleta Nice,581.8,59,Artículo Galleta Nice en venta en tienda,fig_368,1
921683218,71,581.8,Nota de Débito,9983112,,2015-09-16,10.25,20858.03,Completada,64218,WJRUXhCo,Galleta Nice,581.8,59,Artículo Galleta Nice en venta en tienda,fig_368,1
503554575,22,392.89,Nota de Débito,7098601,,2023-07-06,12.98,21804.7,Completada,32684,qD8rsPS4,Cuadro Young,392.89,42,Artículo Cuadro Young en venta en tienda,fig_555,1
432793704,22,940.92,Nota de Débito,1152667,,2018-08-31,91.8,67993.34,Reembolsada,64218,GZqgg6PN,Galleta Against,940.92,34,Artículo Galleta Against en venta en tienda,fig_961,1
318613824,93,940.92,Boleta de Venta,8984702,,2017-03-01,68.1,47102.06,Pendiente,64218,GZqgg6PN,Galleta Against,940.92,34,Artículo Galleta Against en venta en tienda,fig_961,1
573325642,54,940.92,Factura,2423580,,2021-07-17,61.35,72185.68,Cancelada,64218,GZqgg6PN,Galleta Against,940.92,34,Artículo Galleta Against en venta en tienda,fig_961,1
891294831,85,312.28,Nota de Débito,1152667,,2018-08-31,91.8,67993.34,Reembolsada,97521,BR1axDKD,Anillo Manager,312.28,25,Artículo Anillo Manager en venta en tienda,fig_189,1
111534185,17,556.05,Factura,9541661,,2020-11-28,4.04,19659.98,Pendiente,32684,f1L5hDsK,Mesa Sometimes,556.05,72,Artículo Mesa Sometimes en venta en tienda,fig_910,1
117359730,92,556.05,Nota de Crédito,9198192,,2015-04-16,38.22,7761.38,Completada,32684,f1L5hDsK,Mesa Sometimes,556.05,72,Artículo Mesa Sometimes en venta en tienda,fig_910,1
204889942,21,556.05,Boleta de Venta,8959097,,2022-02-01,49.35,1981.51,Pendiente,32684,f1L5hDsK,Mesa Sometimes,556.05,72,Artículo Mesa Sometimes en venta en tienda,fig_910,1
334307439,49,864.97,Factura,1860524,,2018-05-12,71.46,52193.22,Reembolsada,82016,aAj8Jnwx,Zapatos Talk,864.97,39,Artículo Zapatos Talk en venta en tienda,fig_997,1
595524293,61,864.97,Boleta de Venta,2796784,,2022-04-08,45.21,41605.72,Pendiente,82016,aAj8Jnwx,Zapatos Talk,864.97,39,Artículo Zapatos Talk en venta en tienda,fig_997,1
731328913,77,773.63,Factura,1860524,,2018-05-12,71.46,52193.22,Reembolsada,32684,5szgZ9dn,Lámpara Budget,773.63,57,Artículo Lámpara Budget en venta en tienda,fig_854,1
363287185,9,821.35,Factura,1860524,,2018-05-12,71.46,52193.22,Reembolsada,32684,GzQn489o,Cama Particularly,821.35,14,Artículo Cama Particularly en venta en tienda,fig_760,1
102626755,32,821.35,Ticket de Venta,1736668,,2021-10-05,68.26,27056.35,Pendiente,32684,GzQn489o,Cama Particularly,821.35,14,Artículo Cama Particularly en venta en tienda,fig_760,1
906842225,93,615.24,Nota de Crédito,4184037,,2018-01-25,22.8,47610.14,Completada,39582,lAyO7zsO,Vestido Figure,615.24,58,Artículo Vestido Figure en venta en tienda,fig_828,1
578192524,16,396.79,Nota de Crédito,4184037,,2018-01-25,22.8,47610.14,Completada,13750,HxzSrZRh,Libro East,396.79,73,Artículo Libro East en venta en tienda,fig_42,1
816837399,3,396.79,Recibo,7430065,,2015-08-16,45.62,4293.22,En proceso,13750,HxzSrZRh,Libro East,396.79,73,Artículo Libro East en venta en tienda,fig_42,1
257344992,8,396.79,Nota de Crédito,6467200,,2015-10-01,34.18,91630.0,En proceso,13750,HxzSrZRh,Libro East,396.79,73,Artículo Libro East en venta en tienda,fig_42,1
913780194,9,680.63,Nota de Crédito,4184037,,2018-01-25,22.8,47610.14,Completada,39582,l4qI30WF,Suéter History,680.63,29,Artículo Suéter History en venta en tienda,fig_369,1
523666563,94,680.63,Ticket de Venta,6372333,,2016-08-14,69.94,73127.03,Pendiente,39582,l4qI30WF,Suéter History,680.63,29,Artículo Suéter History en venta en tienda,fig_369,1
989239410,78,728.29,Recibo,6205402,,2022-06-28,69.03,76681.32,Reembolsada,51470,DZosl5qN,Juguete Remain,728.29,7,Artículo Juguete Remain en venta en tienda,fig_918,1
571174655,62,949.7,Recibo,6205402,,2022-06-28,69.03,76681.32,Reembolsada,32684,XXFQVQWe,Silla Surface,949.7,3,Artículo Silla Surface en venta en tienda,fig_549,1
610965292,58,405.85,Recibo,6205402,,2022-06-28,69.03,76681.32,Reembolsada,32684,wuumNi9y,Jarrón Single,405.85,5,Artículo Jarrón Single en venta en tienda,fig_470,1
462403492,46,405.85,Recibo,4071021,,2021-03-28,84.23,13981.92,Pendiente,32684,wuumNi9y,Jarrón Single,405.85,5,Artículo Jarrón Single en venta en tienda,fig_470,1
531894387,21,444.25,Recibo,1593918,,2020-03-15,33.3,15912.18,Pendiente,32684,5DJhn3P9,Alfombra Moment,444.25,58,Artículo Alfombra Moment en venta en tienda,fig_245,1
549860987,13,444.25,Recibo,6792249,,2020-05-09,91.84,64959.38,Pendiente,32684,5DJhn3P9,Alfombra Moment,444.25,58,Artículo Alfombra Moment en venta en tienda,fig_245,1
375717522,46,444.25,Nota de Crédito,5080299,,2018-04-11,38.66,93706.65,Pendiente,32684,5DJhn3P9,Alfombra Moment,444.25,58,Artículo Alfombra Moment en venta en tienda,fig_245,1
857176496,93,574.66,Recibo,1593918,,2020-03-15,33.3,15912.18,Pendiente,32684,aksW3APf,Cama Stay,574.66,4,Artículo Cama Stay en venta en tienda,fig_260,1
936889143,34,112.55,Recibo,1593918,,2020-03-15,33.3,15912.18,Pendiente,32684,Y7kcOqIi,Jarrón Meeting,112.55,38,Artículo Jarrón Meeting en venta en tienda,fig_131,1
367230665,85,112.55,Recibo,1510117,,2018-07-09,61.35,52373.68,Cancelada,32684,Y7kcOqIi,Jarrón Meeting,112.55,38,Artículo Jarrón Meeting en venta en tienda,fig_131,1
222908533,0,955.1,Ticket de Venta,4788536,,2018-02-20,63.8,67661.11,Reembolsada,97521,0n9IejMQ,Reloj Everything,955.1,39,Artículo Reloj Everything en venta en tienda,fig_123,1
661559730,23,871.96,Ticket de Venta,4788536,,2018-02-20,63.8,67661.11,Reembolsada,32684,MJrFMtKQ,Alfombra Body,871.96,12,Artículo Alfombra Body en venta en tienda,fig_789,1
967821430,6,151.21,Ticket de Venta,9056432,,2018-10-02,52.84,64188.35,Completada,51470,kP01uTyu,Juguete Clearly,151.21,75,Artículo Juguete Clearly en venta en tienda,fig_300,1
357527265,86,151.21,Nota de Crédito,5564920,,2017-11-11,22.22,14319.32,Pendiente,51470,kP01uTyu,Juguete Clearly,151.21,75,Artículo Juguete Clearly en venta en tienda,fig_300,1
266166393,34,120.37,Boleta de Venta,5317383,,2022-08-22,11.56,53944.16,Reembolsada,13750,NamAR5SN,Libro Present,120.37,49,Artículo Libro Present en venta en tienda,fig_462,1
107707910,73,120.37,Factura,4748316,,2015-06-09,69.52,29529.73,Reembolsada,13750,NamAR5SN,Libro Present,120.37,49,Artículo Libro Present en venta en tienda,fig_462,1
485221579,9,391.8,Boleta de Venta,5317383,,2022-08-22,11.56,53944.16,Reembolsada,39582,Ai33KZM9,Camisa Pick,391.8,73,Artículo Camisa Pick en venta en tienda,fig_359,1
831385723,20,762.13,Boleta de Venta,6492904,,2019-11-07,58.26,6741.47,Cancelada,32684,8PxBvQHA,Lámpara Enough,762.13,8,Artículo Lámpara Enough en venta en tienda,fig_912,1
154225270,93,762.13,Nota de Crédito,2723485,,2015-03-27,72.6,27160.39,Cancelada,32684,8PxBvQHA,Lámpara Enough,762.13,8,Artículo Lámpara Enough en venta en tienda,fig_912,1
299923239,17,762.13,Ticket de Venta,7659286,,2015-08-22,41.61,91339.87,En proceso,32684,8PxBvQHA,Lámpara Enough,762.13,8,Artículo Lámpara Enough en venta en tienda,fig_912,1
661667961,17,925.35,Nota de Crédito,8499424,,2015-08-15,72.91,15549.45,Pendiente,64218,wkTdosFx,Galleta Nearly,925.35,86,Artículo Galleta Nearly en venta en tienda,fig_433,1
660108513,8,925.35,Nota de Crédito,5687247,,2015-08-13,88.99,89531.94,Reembolsada,64218,wkTdosFx,Galleta Nearly,925.35,86,Artículo Galleta Nearly en venta en tienda,fig_433,1
464383354,4,925.35,Nota de Crédito,2723485,,2015-03-27,72.6,27160.39,Cancelada,64218,wkTdosFx,Galleta Nearly,925.35,86,Artículo Galleta Nearly en venta en tienda,fig_433,1
987272814,84,925.35,Recibo,9806271,,2023-10-26,87.68,81345.46,Reembolsada,64218,wkTdosFx,Galleta Nearly,925.35,86,Artículo Galleta Nearly en venta en tienda,fig_433,1
551518331,58,487.26,Factura,9372448,,2017-03-08,49.69,88421.72,Cancelada,39582,sUPYMt9s,Pantalón Cell,487.26,42,Artículo Pantalón Cell en venta en tienda,fig_939,1
640897555,67,487.26,Recibo,6371140,,2019-12-18,3.36,30506.89,Completada,39582,sUPYMt9s,Pantalón Cell,487.26,42,Artículo Pantalón Cell en venta en tienda,fig_939,1
826123437,99,359.33,Factura,9372448,,2017-03-08,49.69,88421.72,Cancelada,97521,Z4RgPJbF,Anillo Second,359.33,12,Artículo Anillo Second en venta en tienda,fig_689,1
842687742,7,152.34,Factura,9372448,,2017-03-08,49.69,88421.72,Cancelada,39582,hgQHzPGp,Pantalón Reason,152.34,74,Artículo Pantalón Reason en venta en tienda,fig_533,1
564204648,23,152.34,Nota de Crédito,5848635,,2018-08-11,75.43,51816.28,Cancelada,39582,hgQHzPGp,Pantalón Reason,152.34,74,Artículo Pantalón Reason en venta en tienda,fig_533,1
294860926,20,477.04,Boleta de Venta,8162601,,2022-03-03,41.31,96632.27,Reembolsada,39582,ID6Bajn8,Pantalón Pick,477.04,32,Artículo Pantalón Pick en venta en tienda,fig_829,1
397939056,39,77.44,Boleta de Venta,8162601,,2022-03-03,41.31,96632.27,Reembolsada,39582,YKbgr4MI,Suéter Trade,77.44,1,Artículo Suéter Trade en venta en tienda,fig_822,1
293406891,59,77.44,Boleta de Venta,2518062,,2023-10-31,65.8,74541.47,En proceso,39582,YKbgr4MI,Suéter Trade,77.44,1,Artículo Suéter Trade en venta en tienda,fig_822,1
151686611,85,488.12,Boleta de Venta,8162601,,2022-03-03,41.31,96632.27,Reembolsada,40879,EZWwTM0z,Maquillaje Fly,488.12,69,Artículo Maquillaje Fly en venta en tienda,fig_915,1
451721609,11,488.12,Factura,4158381,,2019-02-08,98.39,66817.69,En proceso,40879,EZWwTM0z,Maquillaje Fly,488.12,69,Artículo Maquillaje Fly en venta en tienda,fig_915,1
424864227,9,488.12,Factura,7414143,,2019-11-15,14.5,7368.18,Pendiente,40879,EZWwTM0z,Maquillaje Fly,488.12,69,Artículo Maquillaje Fly en venta en tienda,fig_915,1
837695094,96,601.57,Boleta de Venta,8162601,,2022-03-03,41.31,96632.27,Reembolsada,32684,qDdkrpGc,Lámpara Face,601.57,72,Artículo Lámpara Face en venta en tienda,fig_499,1
278315135,0,145.79,Ticket de Venta,2809841,,2015-02-06,54.2,51208.45,Cancelada,64218,BWVxWVTj,Galleta Unit,145.79,62,Artículo Galleta Unit en venta en tienda,fig_538,1
689908432,90,145.79,Ticket de Venta,3756567,,2021-06-11,95.39,78591.72,Reembolsada,64218,BWVxWVTj,Galleta Unit,145.79,62,Artículo Galleta Unit en venta en tienda,fig_538,1
363554050,1,455.46,Ticket de Venta,2809841,,2015-02-06,54.2,51208.45,Cancelada,64218,ZCQOEqTG,Galleta Entire,455.46,76,Artículo Galleta Entire en venta en tienda,fig_524,1
341373672,80,455.46,Factura,6131223,,2020-02-13,40.82,43065.34,En proceso,64218,ZCQOEqTG,Galleta Entire,455.46,76,Artículo Galleta Entire en venta en tienda,fig_524,1
990617186,8,192.59,Ticket de Venta,2809841,,2015-02-06,54.2,51208.45,Cancelada,32684,ZAickCdM,Mesa Police,192.59,18,Artículo Mesa Police en venta en tienda,fig_107,1
239720748,38,192.59,Recibo,3223499,,2016-01-31,9.37,58490.09,Completada,32684,ZAickCdM,Mesa Police,192.59,18,Artículo Mesa Police en venta en tienda,fig_107,1
242737279,53,672.13,Recibo,4814611,,2016-02-21,86.18,95842.37,Reembolsada,64218,yR670lAl,Galleta Defense,672.13,78,Artículo Galleta Defense en venta en tienda,fig_89,1
126788020,59,672.13,Nota de Débito,4695013,,2021-01-23,66.06,37404.5,En proceso,64218,yR670lAl,Galleta Defense,672.13,78,Artículo Galleta Defense en venta en tienda,fig_89,1
803066042,3,218.61,Recibo,4814611,,2016-02-21,86.18,95842.37,Reembolsada,40879,FtBO6mpc,Perfume Take,218.61,5,Artículo Perfume Take en venta en tienda,fig_333,1
596637107,64,218.61,Boleta de Venta,2139325,,2023-04-03,15.69,20510.02,Cancelada,40879,FtBO6mpc,Perfume Take,218.61,5,Artículo Perfume Take en venta en tienda,fig_333,1
656184758,69,876.63,Recibo,4814611,,2016-02-21,86.18,95842.37,Reembolsada,97521,VuQmVjjx,Reloj Allow,876.63,88,Artículo Reloj Allow en venta en tienda,fig_716,1
722856068,26,315.21,Nota de Débito,4611372,,2018-11-25,55.51,1480.15,Completada,75369,gBYbxWBS,Tableta We,315.21,44,Artículo Tableta We en venta en tienda,fig_417,1
892061829,84,236.23,Factura,8717312,,2022-09-11,57.04,32667.98,Reembolsada,40879,64dY7aVE,Perfume Agreement,236.23,6,Artículo Perfume Agreement en venta en tienda,fig_273,1
796001016,36,236.23,Recibo,7342774,,2022-12-09,19.93,23695.29,Cancelada,40879,64dY7aVE,Perfume Agreement,236.23,6,Artículo Perfume Agreement en venta en tienda,fig_273,1
945375467,63,351.5,Factura,8717312,,2022-09-11,57.04,32667.98,Reembolsada,32684,uNKQWuFa,Cama Outside,351.5,76,Artículo Cama Outside en venta en tienda,fig_514,1
493806727,86,351.5,Ticket de Venta,2250088,,2016-08-07,47.62,13330.99,Pendiente,32684,uNKQWuFa,Cama Outside,351.5,76,Artículo Cama Outside en venta en tienda,fig_514,1
980437697,11,431.74,Factura,8717312,,2022-09-11,57.04,32667.98,Reembolsada,32684,qkY4bPje,Cama Choice,431.74,42,Artículo Cama Choice en venta en tienda,fig_709,1
196136748,99,431.74,Nota de Débito,3515017,,2018-07-10,63.63,57444.07,Pendiente,32684,qkY4bPje,Cama Choice,431.74,42,Artículo Cama Choice en venta en tienda,fig_709,1
345589896,32,252.59,Nota de Crédito,8963199,,2022-11-10,47.02,96185.25,Reembolsada,32684,OXIMziyU,Silla Baby,252.59,74,Artículo Silla Baby en venta en tienda,fig_878,1
286744252,68,252.59,Ticket de Venta,1736668,,2021-10-05,68.26,27056.35,Pendiente,32684,OXIMziyU,Silla Baby,252.59,74,Artículo Silla Baby en venta en tienda,fig_878,1
752848693,79,547.91,Nota de Crédito,8963199,,2022-11-10,47.02,96185.25,Reembolsada,32684,MbD6DZPI,Alfombra Everybody,547.91,48,Artículo Alfombra Everybody en venta en tienda,fig_103,1
284561600,74,547.91,Recibo,2646328,,2019-11-29,0.54,75903.45,Pendiente,32684,MbD6DZPI,Alfombra Everybody,547.91,48,Artículo Alfombra Everybody en venta en tienda,fig_103,1
899858569,19,529.3,Factura,1962472,,2021-01-18,7.85,10232.36,Reembolsada,32684,JHLhgoBM,Alfombra Space,529.3,90,Artículo Alfombra Space en venta en tienda,fig_838,1
761409672,95,101.52,Nota de Débito,2604833,,2022-02-14,45.94,72043.76,Pendiente,97521,fmUTQeLi,Reloj Forget,101.52,18,Artículo Reloj Forget en venta en tienda,fig_758,1
442285591,80,101.52,Recibo,2090755,,2017-08-01,32.71,45956.34,Cancelada,97521,fmUTQeLi,Reloj Forget,101.52,18,Artículo Reloj Forget en venta en tienda,fig_758,1
752072679,10,308.06,Nota de Débito,2604833,,2022-02-14,45.94,72043.76,Pendiente,75369,yNReC1XJ,Portátil All,308.06,91,Artículo Portátil All en venta en tienda,fig_692,1
473456778,28,479.55,Ticket de Venta,9325480,,2018-10-08,78.79,51989.52,Completada,51470,OqHgGuR5,Juguete Season,479.55,35,Artículo Juguete Season en venta en tienda,fig_404,1
794924644,11,479.55,Nota de Débito,6818547,,2020-08-07,65.5,76105.36,Cancelada,51470,OqHgGuR5,Juguete Season,479.55,35,Artículo Juguete Season en venta en tienda,fig_404,1
106865836,46,479.55,Nota de Débito,1268248,,2015-09-15,3.6,85131.62,En proceso,51470,OqHgGuR5,Juguete Season,479.55,35,Artículo Juguete Season en venta en tienda,fig_404,1
554511305,48,214.63,Ticket de Venta,9325480,,2018-10-08,78.79,51989.52,Completada,39582,Pi5EOatk,Pantalón Various,214.63,22,Artículo Pantalón Various en venta en tienda,fig_698,1
540168880,35,214.63,Boleta de Venta,8983837,,2017-11-20,84.34,18818.8,Cancelada,39582,Pi5EOatk,Pantalón Various,214.63,22,Artículo Pantalón Various en venta en tienda,fig_698,1
908650637,10,835.71,Ticket de Venta,5369450,,2018-09-06,93.82,34530.46,Completada,75369,e4hku8tJ,Teléfono Newspaper,835.71,13,Artículo Teléfono Newspaper en venta en tienda,fig_623,1
104326366,30,352.73,Ticket de Venta,5369450,,2018-09-06,93.82,34530.46,Completada,32684,lMYORtVv,Cocina Whether,352.73,8,Artículo Cocina Whether en venta en tienda,fig_874,1
495267663,48,352.73,Ticket de Venta,1865401,,2020-12-17,46.52,24451.91,Cancelada,32684,lMYORtVv,Cocina Whether,352.73,8,Artículo Cocina Whether en venta en tienda,fig_874,1
482144758,72,352.73,Recibo,8258580,,2016-08-12,3.4,16624.64,Cancelada,32684,lMYORtVv,Cocina Whether,352.73,8,Artículo Cocina Whether en venta en tienda,fig_874,1
380448905,56,577.32,Recibo,5325064,,2017-09-27,11.54,69014.89,Reembolsada,64218,6HXdE2A9,Galleta Chance,577.32,87,Artículo Galleta Chance en venta en tienda,fig_749,1
678084755,98,606.74,Factura,3186779,,2021-08-21,13.48,27328.77,Pendiente,32684,dRacNb9P,Cocina Me,606.74,96,Artículo Cocina Me en venta en tienda,fig_868,1
315246481,80,836.5,Factura,3186779,,2021-08-21,13.48,27328.77,Pendiente,97521,WvZQajoo,Anillo Get,836.5,32,Artículo Anillo Get en venta en tienda,fig_634,1
868651157,57,13.52,Ticket de Venta,4763541,,2020-04-11,80.49,24531.27,En proceso,51470,9RwdSaIC,Juguete Heart,13.52,10,Artículo Juguete Heart en venta en tienda,fig_746,1
498766721,17,13.52,Recibo,1916841,,2015-03-12,53.18,18180.13,En proceso,51470,9RwdSaIC,Juguete Heart,13.52,10,Artículo Juguete Heart en venta en tienda,fig_746,1
789598567,46,124.13,Ticket de Venta,4763541,,2020-04-11,80.49,24531.27,En proceso,97521,9C5yBpmG,Reloj Training,124.13,84,Artículo Reloj Training en venta en tienda,fig_58,1
803369113,80,521.51,Nota de Débito,1217127,,2016-09-20,77.57,21958.41,En proceso,64218,JvZM3oqs,Galleta Suggest,521.51,2,Artículo Galleta Suggest en venta en tienda,fig_810,1
176541852,95,447.78,Recibo,6792249,,2020-05-09,91.84,64959.38,Pendiente,51470,wUffbaNY,Juguete Me,447.78,40,Artículo Juguete Me en venta en tienda,fig_81,1
274524324,50,138.89,Nota de Débito,9582805,,2021-01-01,49.32,7735.66,Completada,13750,CgyXTamw,Libro Art,138.89,75,Artículo Libro Art en venta en tienda,fig_78,1
497725606,7,158.05,Recibo,4945030,,2022-03-04,10.33,61783.86,En proceso,64218,bCOPG7XJ,Galleta Way,158.05,79,Artículo Galleta Way en venta en tienda,fig_321,1
216205055,87,217.96,Recibo,4945030,,2022-03-04,10.33,61783.86,En proceso,39582,tdaR0X75,Suéter Since,217.96,20,Artículo Suéter Since en venta en tienda,fig_405,1
750254248,79,658.6,Nota de Débito,3285149,,2015-08-16,32.25,86287.0,Completada,97521,UC9NzETn,Anillo Tv,658.6,70,Artículo Anillo Tv en venta en tienda,fig_352,1
390994387,61,283.79,Nota de Débito,3285149,,2015-08-16,32.25,86287.0,Completada,32684,OKyyOqaL,Cocina Concern,283.79,52,Artículo Cocina Concern en venta en tienda,fig_646,1
680613701,10,283.79,Nota de Crédito,2266646,,2017-10-27,43.56,21578.8,Pendiente,32684,OKyyOqaL,Cocina Concern,283.79,52,Artículo Cocina Concern en venta en tienda,fig_646,1
166634229,75,641.75,Nota de Débito,3285149,,2015-08-16,32.25,86287.0,Completada,51470,0fOal32j,Juguete Lot,641.75,80,Artículo Juguete Lot en venta en tienda,fig_266,1
213972343,16,847.6,Nota de Débito,3285149,,2015-08-16,32.25,86287.0,Completada,39582,HE6u9Cwo,Vestido Picture,847.6,23,Artículo Vestido Picture en venta en tienda,fig_144,1
887649543,81,847.6,Boleta de Venta,8762277,,2021-07-09,75.44,64200.94,Reembolsada,39582,HE6u9Cwo,Vestido Picture,847.6,23,Artículo Vestido Picture en venta en tienda,fig_144,1
483831977,1,38.39,Nota de Crédito,8627371,,2018-03-03,3.23,70186.25,Pendiente,75369,fJaD6YKU,Teléfono Beyond,38.39,80,Artículo Teléfono Beyond en venta en tienda,fig_101,1
352428203,50,551.62,Boleta de Venta,2631026,,2022-12-06,61.21,7472.37,Pendiente,39582,iRtjtqh5,Vestido Central,551.62,94,Artículo Vestido Central en venta en tienda,fig_262,1
246720685,93,99.15,Nota de Crédito,7639235,,2019-07-07,61.82,21572.91,Cancelada,64218,qOloMO5U,Galleta Myself,99.15,66,Artículo Galleta Myself en venta en tienda,fig_198,1
891496623,99,479.27,Factura,1400579,,2018-06-30,4.78,70571.04,Cancelada,39582,FusV4mEm,Pantalón Could,479.27,68,Artículo Pantalón Could en venta en tienda,fig_357,1
662452399,76,751.02,Recibo,7480273,,2022-09-09,46.15,22881.83,Reembolsada,51470,P98yPzKR,Juguete Get,751.02,72,Artículo Juguete Get en venta en tienda,fig_88,1
882965811,20,607.34,Recibo,7480273,,2022-09-09,46.15,22881.83,Reembolsada,64218,aJ7MiTey,Galleta Result,607.34,30,Artículo Galleta Result en venta en tienda,fig_467,1
921352963,43,607.34,Factura,2407921,,2021-04-26,54.36,491.01,En proceso,64218,aJ7MiTey,Galleta Result,607.34,30,Artículo Galleta Result en venta en tienda,fig_467,1
729128755,27,798.86,Recibo,7480273,,2022-09-09,46.15,22881.83,Reembolsada,32684,a7hAIEoP,Alfombra Stay,798.86,5,Artículo Alfombra Stay en venta en tienda,fig_239,1
476090545,31,970.45,Ticket de Venta,4451087,,2020-04-05,57.81,63320.94,Cancelada,82016,DeCzwQLw,Zapatos Successful,970.45,70,Artículo Zapatos Successful en venta en tienda,fig_159,1
507591717,36,970.45,Nota de Débito,1307660,,2020-12-26,7.81,47006.31,Pendiente,82016,DeCzwQLw,Zapatos Successful,970.45,70,Artículo Zapatos Successful en venta en tienda,fig_159,1
