idarticulo,codigo,nombre_articulo,precio_venta,stock,descripcion_articulo,imagen,estado_articulo,nombre_categoria,descripcion_categoria,estado_categoria
488769,LMjN603l,Lámpara Without,975.12,15,Artículo Lámpara Without en venta en tienda,fig_631,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
994639,2JVrNHNC,Jarrón Plant,218.25,78,Artículo Jarrón Plant en venta en tienda,fig_636,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
406875,lwLDmmPS,Jarrón Bit,344.0,59,Artículo Jarrón Bit en venta en tienda,fig_640,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
894303,phbEevxU,Alfombra Show,750.32,95,Artículo Alfombra Show en venta en tienda,fig_641,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
247141,kAV3zdlk,Cuadro Part,207.98,88,Artículo Cuadro Part en venta en tienda,fig_644,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
425319,0hOVrdfj,Alfombra Food,225.17,30,Artículo Alfombra Food en venta en tienda,fig_645,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
361835,d64AzbCF,Jarrón Effect,784.64,2,Artículo Jarrón Effect en venta en tienda,fig_649,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
587114,bsDPb8B6,Mesa Fight,145.8,15,Artículo Mesa Fight en venta en tienda,fig_650,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
415091,OCtOCr2i,Jarrón Final,53.23,35,Artículo Jarrón Final en venta en tienda,fig_652,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
130425,ySTfKOOP,Cama International,15.56,2,Artículo Cama International en venta en tienda,fig_655,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
777610,cpHYgT2F,Lámpara Board,724.88,3,Artículo Lámpara Board en venta en tienda,fig_667,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
374159,T0hAUSBK,Cocina In,544.99,32,Artículo Cocina In en venta en tienda,fig_668,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
736682,iM6knHsk,Silla Both,338.62,38,Artículo Silla Both en venta en tienda,fig_685,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
441772,HnQ8kQow,Silla Receive,733.53,43,Artículo Silla Receive en venta en tienda,fig_687,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
265645,N5QPh6hv,Cocina Such,284.72,57,Artículo Cocina Such en venta en tienda,fig_689,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
744885,grlmilCD,Alfombra Could,402.44,36,Artículo Alfombra Could en venta en tienda,fig_691,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
869826,g3gTyrgo,Silla Too,975.88,47,Artículo Silla Too en venta en tienda,fig_693,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
363970,WrcFWgwq,Jarrón Glass,651.84,76,Artículo Jarrón Glass en venta en tienda,fig_694,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
394698,qHzLJ7d4,Cuadro Responsibility,925.98,54,Artículo Cuadro Responsibility en venta en tienda,fig_699,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
275940,1ijCiO44,Cama Local,132.18,60,Artículo Cama Local en venta en tienda,fig_709,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
593381,549kg2bY,Alfombra Month,870.9,37,Artículo Alfombra Month en venta en tienda,fig_710,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
501232,4GTmfBBv,Cama Next,825.83,97,Artículo Cama Next en venta en tienda,fig_714,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
959986,of0K5EPY,Cocina Throw,165.53,62,Artículo Cocina Throw en venta en tienda,fig_716,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
746999,NtVZUCVx,Silla Hair,729.31,77,Artículo Silla Hair en venta en tienda,fig_718,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
546308,TtVSwSd7,Cuadro Really,899.9,82,Artículo Cuadro Really en venta en tienda,fig_724,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
437777,N5L4t6Bi,Jarrón Mother,107.4,19,Artículo Jarrón Mother en venta en tienda,fig_728,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
138800,nGb5sLqW,Cocina Item,863.71,66,Artículo Cocina Item en venta en tienda,fig_741,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
718387,w7lB78YY,Cama Specific,763.87,67,Artículo Cama Specific en venta en tienda,fig_744,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
407090,7WXp30NG,Lámpara Movie,447.62,4,Artículo Lámpara Movie en venta en tienda,fig_745,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
134713,qbeDrj8C,Jarrón Star,712.57,37,Artículo Jarrón Star en venta en tienda,fig_749,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
583229,GzWWFwKJ,Mesa Sign,769.05,73,Artículo Mesa Sign en venta en tienda,fig_750,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
685654,65xvAaku,Silla Matter,499.2,55,Artículo Silla Matter en venta en tienda,fig_762,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
673367,IUTNBiy8,Lámpara Nation,345.85,35,Artículo Lámpara Nation en venta en tienda,fig_763,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
921183,PSVBsCWb,Lámpara Bring,867.03,89,Artículo Lámpara Bring en venta en tienda,fig_766,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
196194,Q3flKp36,Cama Account,160.1,75,Artículo Cama Account en venta en tienda,fig_768,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
339574,QRDEDQkh,Jarrón Data,22.74,70,Artículo Jarrón Data en venta en tienda,fig_776,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
749176,mKjwB96H,Cuadro Significant,11.29,86,Artículo Cuadro Significant en venta en tienda,fig_778,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
710265,181RAMfv,Lámpara First,541.22,29,Artículo Lámpara First en venta en tienda,fig_779,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
767630,uNJCGTdG,Cama Study,738.18,98,Artículo Cama Study en venta en tienda,fig_788,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
409234,xt7vFInJ,Silla Room,949.14,88,Artículo Silla Room en venta en tienda,fig_792,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
347795,ikLIZ3UG,Lámpara Subject,38.76,6,Artículo Lámpara Subject en venta en tienda,fig_793,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
751252,t3WQXGkl,Cocina Seem,305.18,5,Artículo Cocina Seem en venta en tienda,fig_794,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
976535,Mk6GYGV8,Lámpara Fight,459.89,64,Artículo Lámpara Fight en venta en tienda,fig_797,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
409251,IfLq1tp4,Alfombra One,231.76,78,Artículo Alfombra One en venta en tienda,fig_801,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
597674,9FR6iKdh,Lámpara Factor,718.01,15,Artículo Lámpara Factor en venta en tienda,fig_805,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
745138,FiHzjXwm,Lámpara Particularly,454.65,10,Artículo Lámpara Particularly en venta en tienda,fig_809,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
134839,z5qKV3C7,Mesa Family,780.65,11,Artículo Mesa Family en venta en tienda,fig_814,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
546491,ErNgCxwk,Alfombra Score,384.54,68,Artículo Alfombra Score en venta en tienda,fig_817,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
206540,hztmKNBZ,Mesa Voice,126.24,21,Artículo Mesa Voice en venta en tienda,fig_825,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
868045,isQRg8Jp,Cocina Change,899.37,26,Artículo Cocina Change en venta en tienda,fig_826,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
327373,ltKkMsJh,Cama Along,383.95,3,Artículo Cama Along en venta en tienda,fig_828,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
493268,01sQKij1,Alfombra They,823.12,66,Artículo Alfombra They en venta en tienda,fig_831,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
833237,1B0upPCx,Jarrón Though,597.65,63,Artículo Jarrón Though en venta en tienda,fig_835,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
298728,XaExmnBM,Cocina Tough,720.81,55,Artículo Cocina Tough en venta en tienda,fig_840,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
931578,leyVK6jA,Silla Set,771.39,89,Artículo Silla Set en venta en tienda,fig_852,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
808700,R7bIfIWt,Cocina Season,369.52,94,Artículo Cocina Season en venta en tienda,fig_853,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
894717,KXPF3R3i,Mesa Skill,795.35,67,Artículo Mesa Skill en venta en tienda,fig_854,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
413438,AGrlHPMA,Cocina Final,169.85,6,Artículo Cocina Final en venta en tienda,fig_855,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
474876,Qai6i8CE,Silla Picture,532.27,55,Artículo Silla Picture en venta en tienda,fig_857,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
773891,mKYSClm7,Mesa Age,414.35,97,Artículo Mesa Age en venta en tienda,fig_858,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
134921,T8WxpwvI,Silla Senior,966.22,77,Artículo Silla Senior en venta en tienda,fig_860,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
409366,MTuOiqIT,Jarrón Foreign,670.15,61,Artículo Jarrón Foreign en venta en tienda,fig_863,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
646938,pMNgm3yC,Cama Probably,773.61,31,Artículo Cama Probably en venta en tienda,fig_865,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
845598,V6APEyTM,Cocina Between,603.44,28,Artículo Cocina Between en venta en tienda,fig_866,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
149282,3u30ZUEE,Lámpara People,396.65,21,Artículo Lámpara People en venta en tienda,fig_868,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
177958,IiLLrfzk,Mesa Sing,710.84,52,Artículo Mesa Sing en venta en tienda,fig_871,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
943914,PxEX9Y9D,Cuadro Thus,897.8,49,Artículo Cuadro Thus en venta en tienda,fig_874,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
274224,CsFUOHAG,Mesa Development,271.76,50,Artículo Mesa Development en venta en tienda,fig_876,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
755507,quzMuZVi,Cocina Worry,421.64,35,Artículo Cocina Worry en venta en tienda,fig_878,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
636730,KNw8IlF1,Cocina All,61.06,87,Artículo Cocina All en venta en tienda,fig_879,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
124731,Dua2zBFe,Jarrón Yard,553.22,64,Artículo Jarrón Yard en venta en tienda,fig_880,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
444228,tfhnbnAt,Lámpara Win,135.85,83,Artículo Lámpara Win en venta en tienda,fig_886,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
446290,nzM5sJyb,Cuadro Yeah,502.84,36,Artículo Cuadro Yeah en venta en tienda,fig_894,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
354147,T4dEJrNm,Lámpara Official,837.58,14,Artículo Lámpara Official en venta en tienda,fig_901,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
798567,ZGFivvl4,Silla Sing,419.15,89,Artículo Silla Sing en venta en tienda,fig_905,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
405356,y3Szi6MB,Jarrón Chance,345.32,37,Artículo Jarrón Chance en venta en tienda,fig_908,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
448377,cY6vUnDy,Cama Reason,75.28,8,Artículo Cama Reason en venta en tienda,fig_916,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
397176,pyeYY1fG,Cama Put,342.4,90,Artículo Cama Put en venta en tienda,fig_917,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
366458,vXllQHeN,Silla Risk,920.99,56,Artículo Silla Risk en venta en tienda,fig_918,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
690050,Uxpe6yOE,Alfombra Whom,406.72,15,Artículo Alfombra Whom en venta en tienda,fig_924,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
311181,niHFL8RP,Silla Writer,710.44,96,Artículo Silla Writer en venta en tienda,fig_934,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
630677,lhOQwnyU,Mesa Federal,671.23,94,Artículo Mesa Federal en venta en tienda,fig_938,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
688022,vkCAZveE,Cocina Tv,255.7,24,Artículo Cocina Tv en venta en tienda,fig_939,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
309142,N1E70uNX,Cama Sign,21.33,30,Artículo Cama Sign en venta en tienda,fig_940,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
833430,ocBa0J3Y,Cama Majority,418.36,39,Artículo Cama Majority en venta en tienda,fig_942,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
714651,uPvYkVX1,Mesa Owner,253.97,12,Artículo Mesa Owner en venta en tienda,fig_944,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
819115,AHFCInsC,Mesa Than,341.79,10,Artículo Mesa Than en venta en tienda,fig_950,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
370606,hPsyeonl,Alfombra Voice,95.2,95,Artículo Alfombra Voice en venta en tienda,fig_952,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
825267,jfn83Q60,Mesa Spring,174.43,90,Artículo Mesa Spring en venta en tienda,fig_956,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
184261,usBdGglG,Alfombra Example,765.92,62,Artículo Alfombra Example en venta en tienda,fig_963,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
839634,xaKaFkdM,Alfombra Author,877.03,1,Artículo Alfombra Author en venta en tienda,fig_969,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
661469,eBzrqrX2,Cuadro Country,188.57,84,Artículo Cuadro Country en venta en tienda,fig_977,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
516072,l5agXHht,Cama Citizen,435.2,59,Artículo Cama Citizen en venta en tienda,fig_984,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
845812,Xte7CgRg,Silla Send,681.02,43,Artículo Silla Send en venta en tienda,fig_990,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
917500,lGsOOZ6Q,Alfombra The,15.05,34,Artículo Alfombra The en venta en tienda,fig_997,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
638977,3Z49Bd7a,Reloj Behavior,97.48,59,Artículo Reloj Behavior en venta en tienda,fig_1,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
577568,u1vgQlPz,Anillo Particularly,943.53,86,Artículo Anillo Particularly en venta en tienda,fig_13,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
350249,8uZDFVf2,Reloj Majority,613.01,62,Artículo Reloj Majority en venta en tienda,fig_17,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
862253,sLmQA9Op,Reloj Score,940.0,68,Artículo Reloj Score en venta en tienda,fig_21,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
661556,lnVCqxyt,Reloj Up,904.39,17,Artículo Reloj Up en venta en tienda,fig_23,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
440393,yREK1834,Reloj Wife,956.08,64,Artículo Reloj Wife en venta en tienda,fig_31,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
493651,cRaZxZw6,Reloj Team,234.32,84,Artículo Reloj Team en venta en tienda,fig_35,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
626814,E5eY0Tix,Anillo Clearly,797.4,57,Artículo Anillo Clearly en venta en tienda,fig_57,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
870722,dSsAo0nQ,Reloj Job,807.37,37,Artículo Reloj Job en venta en tienda,fig_143,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
561473,sk3ap9Rf,Reloj Law,117.87,88,Artículo Reloj Law en venta en tienda,fig_149,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
442705,JCWm732d,Reloj Again,202.93,80,Artículo Reloj Again en venta en tienda,fig_155,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
469415,LrCFVigz,Anillo Medical,105.68,59,Artículo Anillo Medical en venta en tienda,fig_195,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
350697,p3uJQuHc,Anillo Next,844.03,28,Artículo Anillo Next en venta en tienda,fig_222,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
313908,d8sYz9F6,Reloj Ability,18.4,86,Artículo Reloj Ability en venta en tienda,fig_257,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
698959,YjwTXfPh,Reloj Culture,744.9,16,Artículo Reloj Culture en venta en tienda,fig_264,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
160355,GDcTb2G6,Reloj Sister,345.61,60,Artículo Reloj Sister en venta en tienda,fig_276,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
260771,LfipFAY4,Anillo Onto,544.79,84,Artículo Anillo Onto en venta en tienda,fig_298,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
295590,r1mRrYeq,Reloj Reach,786.37,71,Artículo Reloj Reach en venta en tienda,fig_301,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
721597,lsriCiUQ,Reloj Let,386.48,50,Artículo Reloj Let en venta en tienda,fig_313,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
778944,d8LNBvjv,Reloj Brother,465.46,4,Artículo Reloj Brother en venta en tienda,fig_314,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
346830,61uyZZzQ,Anillo Management,882.11,63,Artículo Anillo Management en venta en tienda,fig_319,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
140038,IQPRsRY5,Reloj Hundred,295.37,53,Artículo Reloj Hundred en venta en tienda,fig_345,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
375653,cVjpehIc,Reloj Rate,701.13,98,Artículo Reloj Rate en venta en tienda,fig_385,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
832399,Fm6UlQsp,Reloj Show,346.67,49,Artículo Reloj Show en venta en tienda,fig_408,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
265105,UefUpStI,Reloj Special,494.1,7,Artículo Reloj Special en venta en tienda,fig_410,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
265143,OjfDcjl9,Anillo Personal,682.13,47,Artículo Anillo Personal en venta en tienda,fig_430,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
259024,dW2Itlmm,Reloj Foreign,433.53,26,Artículo Reloj Foreign en venta en tienda,fig_441,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
850909,4RpgdjaQ,Reloj Fine,54.49,60,Artículo Reloj Fine en venta en tienda,fig_450,1,Joyeria,"Desde anillos, pulseras y collares hasta relojes y joyeria personalizada.",1
