iddetalle_venta,cantidad,precio,descuento,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado_venta,idcategoria,codigo,nombre,precio_venta,stock,descripcion,imagen,estado_articulo
5387406,59,746.33,488.15,Nota de Débito,3142272,99525176,2017-01-08,26.21,47175.97,Pendiente,32684,60lH6AEd,Lámpara Term,746.33,95,Artículo Lámpara Term en venta en tienda,fig_275,1
9182671,9,746.33,565.27,Factura,7319839,24500471,2017-02-21,15.05,97152.45,Completada,32684,60lH6AEd,Lámpara Term,746.33,95,Artículo Lámpara Term en venta en tienda,fig_275,1
7048361,22,207.64,681.77,Recibo,2777880,96807652,2023-07-29,40.42,77171.66,Reembolsada,82016,yl8w4FoF,Zapatos Into,207.64,11,Artículo Zapatos Into en venta en tienda,fig_397,1
9130721,20,207.64,434.14,Nota de Débito,7282828,15097996,2020-08-01,62.77,30451.09,Cancelada,82016,yl8w4FoF,Zapatos Into,207.64,11,Artículo Zapatos Into en venta en tienda,fig_397,1
4004982,70,207.64,240.76,Nota de Débito,2353610,60762496,2016-08-18,96.63,12788.71,Reembolsada,82016,yl8w4FoF,Zapatos Into,207.64,11,Artículo Zapatos Into en venta en tienda,fig_397,1
5133499,85,207.64,778.48,Boleta de Venta,2263988,34952053,2021-11-08,54.15,69589.65,Pendiente,82016,yl8w4FoF,Zapatos Into,207.64,11,Artículo Zapatos Into en venta en tienda,fig_397,1
4953087,53,693.37,202.11,Recibo,2777880,96807652,2023-07-29,40.42,77171.66,Reembolsada,32684,rXoz2Q6u,Cama Offer,693.37,45,Artículo Cama Offer en venta en tienda,fig_77,1
5880872,23,693.37,10.14,Recibo,6769721,60439529,2022-02-14,28.95,35677.5,En proceso,32684,rXoz2Q6u,Cama Offer,693.37,45,Artículo Cama Offer en venta en tienda,fig_77,1
4866383,54,693.37,384.78,Boleta de Venta,8329944,99371676,2018-05-20,11.93,3119.35,Cancelada,32684,rXoz2Q6u,Cama Offer,693.37,45,Artículo Cama Offer en venta en tienda,fig_77,1
9713722,2,693.37,311.36,Factura,5548321,31918329,2017-12-17,31.76,88829.41,Reembolsada,32684,rXoz2Q6u,Cama Offer,693.37,45,Artículo Cama Offer en venta en tienda,fig_77,1
8097993,27,693.37,181.5,Nota de Débito,8070652,62782910,2017-12-19,4.32,91838.35,Reembolsada,32684,rXoz2Q6u,Cama Offer,693.37,45,Artículo Cama Offer en venta en tienda,fig_77,1
9394637,42,693.37,331.28,Boleta de Venta,2614974,67686081,2018-10-06,40.89,18131.5,Pendiente,32684,rXoz2Q6u,Cama Offer,693.37,45,Artículo Cama Offer en venta en tienda,fig_77,1
3527232,83,739.64,565.71,Recibo,2777880,96807652,2023-07-29,40.42,77171.66,Reembolsada,75369,Qdxx1UlG,Tableta Investment,739.64,99,Artículo Tableta Investment en venta en tienda,fig_437,1
6889536,98,739.64,551.76,Boleta de Venta,3162224,84580458,2021-10-12,54.58,11351.96,Cancelada,75369,Qdxx1UlG,Tableta Investment,739.64,99,Artículo Tableta Investment en venta en tienda,fig_437,1
4502348,30,739.64,743.05,Nota de Crédito,2481888,48455393,2022-01-25,50.39,69446.4,Cancelada,75369,Qdxx1UlG,Tableta Investment,739.64,99,Artículo Tableta Investment en venta en tienda,fig_437,1
9525985,9,739.64,419.33,Ticket de Venta,8666502,86013288,2018-09-27,66.23,43978.89,Cancelada,75369,Qdxx1UlG,Tableta Investment,739.64,99,Artículo Tableta Investment en venta en tienda,fig_437,1
7054834,56,739.64,144.83,Factura,2592720,91109329,2023-11-25,33.86,96737.19,Cancelada,75369,Qdxx1UlG,Tableta Investment,739.64,99,Artículo Tableta Investment en venta en tienda,fig_437,1
9790396,5,739.64,322.4,Ticket de Venta,1638034,10321531,2016-11-18,95.03,11177.88,Completada,75369,Qdxx1UlG,Tableta Investment,739.64,99,Artículo Tableta Investment en venta en tienda,fig_437,1
5691027,0,955.66,498.87,Recibo,2777880,96807652,2023-07-29,40.42,77171.66,Reembolsada,82016,lWXBAU8C,Tenis Usually,955.66,79,Artículo Tenis Usually en venta en tienda,fig_522,1
8223221,77,955.66,39.04,Recibo,4131433,45744663,2022-07-04,15.82,76374.31,Cancelada,82016,lWXBAU8C,Tenis Usually,955.66,79,Artículo Tenis Usually en venta en tienda,fig_522,1
7381069,88,955.66,69.87,Nota de Crédito,1822762,28473372,2022-11-11,0.63,23556.25,Completada,82016,lWXBAU8C,Tenis Usually,955.66,79,Artículo Tenis Usually en venta en tienda,fig_522,1
5000254,59,955.66,838.34,Ticket de Venta,7965513,42928907,2023-11-12,2.88,94129.24,Cancelada,82016,lWXBAU8C,Tenis Usually,955.66,79,Artículo Tenis Usually en venta en tienda,fig_522,1
7985656,41,221.16,198.58,Recibo,2777880,96807652,2023-07-29,40.42,77171.66,Reembolsada,32684,K22mGlly,Cama Compare,221.16,40,Artículo Cama Compare en venta en tienda,fig_795,1
4855902,51,221.16,712.7,Ticket de Venta,2376351,79129181,2021-11-02,94.97,70909.84,Reembolsada,32684,K22mGlly,Cama Compare,221.16,40,Artículo Cama Compare en venta en tienda,fig_795,1
9350821,52,221.16,366.7,Factura,2736506,19951920,2021-10-25,52.82,69852.85,Cancelada,32684,K22mGlly,Cama Compare,221.16,40,Artículo Cama Compare en venta en tienda,fig_795,1
8557565,63,221.16,202.28,Nota de Crédito,5004907,85165619,2019-03-18,28.38,85025.62,Cancelada,32684,K22mGlly,Cama Compare,221.16,40,Artículo Cama Compare en venta en tienda,fig_795,1
5754244,19,221.16,922.21,Factura,1519606,56782835,2020-07-05,7.96,90261.18,Pendiente,32684,K22mGlly,Cama Compare,221.16,40,Artículo Cama Compare en venta en tienda,fig_795,1
8438978,29,221.16,674.69,Nota de Crédito,8529507,88002090,2019-05-01,75.02,45100.89,Completada,32684,K22mGlly,Cama Compare,221.16,40,Artículo Cama Compare en venta en tienda,fig_795,1
7956481,24,221.16,392.65,Boleta de Venta,1922371,41911577,2020-04-21,87.36,17545.72,Completada,32684,K22mGlly,Cama Compare,221.16,40,Artículo Cama Compare en venta en tienda,fig_795,1
3976782,58,221.16,120.9,Nota de Crédito,9102949,75712042,2023-12-27,36.12,17182.28,Cancelada,32684,K22mGlly,Cama Compare,221.16,40,Artículo Cama Compare en venta en tienda,fig_795,1
4810675,39,810.54,312.64,Recibo,2777880,96807652,2023-07-29,40.42,77171.66,Reembolsada,82016,S0M5hZmF,Zapatos Senior,810.54,63,Artículo Zapatos Senior en venta en tienda,fig_133,1
5636862,47,810.54,86.48,Nota de Crédito,6455712,13936986,2017-04-21,87.21,37448.57,Completada,82016,S0M5hZmF,Zapatos Senior,810.54,63,Artículo Zapatos Senior en venta en tienda,fig_133,1
5572019,10,810.54,199.88,Factura,9261493,36903282,2018-01-19,98.69,23968.34,Completada,82016,S0M5hZmF,Zapatos Senior,810.54,63,Artículo Zapatos Senior en venta en tienda,fig_133,1
5286632,83,810.54,107.96,Ticket de Venta,2734298,29526218,2022-01-24,41.93,79951.76,Reembolsada,82016,S0M5hZmF,Zapatos Senior,810.54,63,Artículo Zapatos Senior en venta en tienda,fig_133,1
5051929,36,810.54,833.89,Ticket de Venta,3084421,37681278,2022-07-20,49.12,37231.41,Reembolsada,82016,S0M5hZmF,Zapatos Senior,810.54,63,Artículo Zapatos Senior en venta en tienda,fig_133,1
3547021,73,810.54,759.78,Recibo,7765661,86083222,2016-02-26,44.52,19818.45,Reembolsada,82016,S0M5hZmF,Zapatos Senior,810.54,63,Artículo Zapatos Senior en venta en tienda,fig_133,1
8483536,53,810.54,769.12,Factura,9252102,16266463,2020-09-27,29.15,83043.86,Completada,82016,S0M5hZmF,Zapatos Senior,810.54,63,Artículo Zapatos Senior en venta en tienda,fig_133,1
6167440,71,810.54,244.44,Ticket de Venta,5272536,20509602,2021-10-08,58.31,19663.15,En proceso,82016,S0M5hZmF,Zapatos Senior,810.54,63,Artículo Zapatos Senior en venta en tienda,fig_133,1
7561919,42,810.54,514.72,Ticket de Venta,1455998,81094508,2023-07-20,22.3,40855.12,Cancelada,82016,S0M5hZmF,Zapatos Senior,810.54,63,Artículo Zapatos Senior en venta en tienda,fig_133,1
6257683,80,810.54,679.63,Boleta de Venta,9052598,10662254,2019-07-17,86.62,17709.85,Reembolsada,82016,S0M5hZmF,Zapatos Senior,810.54,63,Artículo Zapatos Senior en venta en tienda,fig_133,1
5144758,63,422.46,594.37,Factura,1454318,99309790,2018-06-30,6.03,3054.55,Pendiente,32684,c4WzGvb0,Cocina Reality,422.46,77,Artículo Cocina Reality en venta en tienda,fig_304,1
7062575,16,422.46,860.0,Recibo,8787566,46200374,2022-02-06,89.12,43632.59,Cancelada,32684,c4WzGvb0,Cocina Reality,422.46,77,Artículo Cocina Reality en venta en tienda,fig_304,1
6577658,36,422.46,716.2,Recibo,2280674,69825737,2015-08-16,16.72,8226.17,Reembolsada,32684,c4WzGvb0,Cocina Reality,422.46,77,Artículo Cocina Reality en venta en tienda,fig_304,1
8811600,77,422.46,848.04,Nota de Débito,4716628,78514245,2017-12-13,97.68,74468.45,Completada,32684,c4WzGvb0,Cocina Reality,422.46,77,Artículo Cocina Reality en venta en tienda,fig_304,1
6276927,0,422.46,685.05,Nota de Débito,9256598,29521538,2022-02-26,15.03,99932.44,Pendiente,32684,c4WzGvb0,Cocina Reality,422.46,77,Artículo Cocina Reality en venta en tienda,fig_304,1
5153115,1,798.64,452.17,Factura,1454318,99309790,2018-06-30,6.03,3054.55,Pendiente,13750,aqRD87PW,Libro Response,798.64,63,Artículo Libro Response en venta en tienda,fig_880,1
6980149,57,798.64,211.07,Boleta de Venta,2234191,94852901,2017-09-17,51.24,40934.59,En proceso,13750,aqRD87PW,Libro Response,798.64,63,Artículo Libro Response en venta en tienda,fig_880,1
4561767,83,798.64,979.72,Ticket de Venta,2986696,58034834,2023-07-22,23.46,88959.77,Cancelada,13750,aqRD87PW,Libro Response,798.64,63,Artículo Libro Response en venta en tienda,fig_880,1
5724311,71,798.64,325.95,Factura,7478840,88305150,2021-01-31,99.16,96114.89,Reembolsada,13750,aqRD87PW,Libro Response,798.64,63,Artículo Libro Response en venta en tienda,fig_880,1
7410288,28,798.64,301.99,Nota de Crédito,4873294,96984084,2021-11-14,64.13,90243.6,Cancelada,13750,aqRD87PW,Libro Response,798.64,63,Artículo Libro Response en venta en tienda,fig_880,1
9646272,37,798.64,420.72,Recibo,7980725,45049528,2021-09-28,4.45,1250.57,Reembolsada,13750,aqRD87PW,Libro Response,798.64,63,Artículo Libro Response en venta en tienda,fig_880,1
7483010,56,817.03,892.93,Factura,1454318,99309790,2018-06-30,6.03,3054.55,Pendiente,97521,ACsa3lUn,Anillo Simple,817.03,58,Artículo Anillo Simple en venta en tienda,fig_430,1
4228601,6,817.03,561.82,Boleta de Venta,4861830,35987315,2021-03-28,87.29,1632.22,En proceso,97521,ACsa3lUn,Anillo Simple,817.03,58,Artículo Anillo Simple en venta en tienda,fig_430,1
7734127,90,817.03,94.2,Nota de Crédito,6674860,13439335,2020-10-13,93.6,96439.38,Completada,97521,ACsa3lUn,Anillo Simple,817.03,58,Artículo Anillo Simple en venta en tienda,fig_430,1
3753195,62,817.03,115.44,Recibo,3827757,97994785,2016-10-11,92.32,55265.83,Completada,97521,ACsa3lUn,Anillo Simple,817.03,58,Artículo Anillo Simple en venta en tienda,fig_430,1
7265827,45,817.03,910.42,Ticket de Venta,5850635,21732811,2016-07-09,42.16,98812.34,Cancelada,97521,ACsa3lUn,Anillo Simple,817.03,58,Artículo Anillo Simple en venta en tienda,fig_430,1
4840699,56,817.03,305.27,Ticket de Venta,9407974,32071078,2018-01-03,65.94,61684.93,Pendiente,97521,ACsa3lUn,Anillo Simple,817.03,58,Artículo Anillo Simple en venta en tienda,fig_430,1
7389154,7,817.03,119.1,Factura,7918116,77291997,2017-01-31,82.25,3362.21,Pendiente,97521,ACsa3lUn,Anillo Simple,817.03,58,Artículo Anillo Simple en venta en tienda,fig_430,1
6036300,42,817.03,593.79,Ticket de Venta,9130961,55380894,2022-10-29,19.3,20045.07,Completada,97521,ACsa3lUn,Anillo Simple,817.03,58,Artículo Anillo Simple en venta en tienda,fig_430,1
6745417,50,817.03,704.92,Nota de Crédito,2191694,38127900,2019-09-16,27.55,49970.62,En proceso,97521,ACsa3lUn,Anillo Simple,817.03,58,Artículo Anillo Simple en venta en tienda,fig_430,1
8015177,65,817.03,998.01,Nota de Débito,2360964,32128614,2016-11-11,10.02,12320.05,Cancelada,97521,ACsa3lUn,Anillo Simple,817.03,58,Artículo Anillo Simple en venta en tienda,fig_430,1
9654843,6,456.2,531.86,Factura,1454318,99309790,2018-06-30,6.03,3054.55,Pendiente,32684,l0OHlzA9,Jarrón Strong,456.2,21,Artículo Jarrón Strong en venta en tienda,fig_420,1
9910578,48,456.2,544.8,Nota de Débito,3794809,30850922,2015-01-19,58.65,66630.52,Cancelada,32684,l0OHlzA9,Jarrón Strong,456.2,21,Artículo Jarrón Strong en venta en tienda,fig_420,1
9903617,56,456.2,113.63,Nota de Crédito,6576337,94372038,2020-12-14,10.03,50828.78,En proceso,32684,l0OHlzA9,Jarrón Strong,456.2,21,Artículo Jarrón Strong en venta en tienda,fig_420,1
8749244,71,105.28,571.22,Factura,3731347,65574790,2015-11-22,71.36,58007.95,Cancelada,40879,pUNUV8Vz,Maquillaje Prevent,105.28,98,Artículo Maquillaje Prevent en venta en tienda,fig_298,1
8626198,45,105.28,64.25,Boleta de Venta,5371566,35276457,2015-07-07,82.43,43097.02,Cancelada,40879,pUNUV8Vz,Maquillaje Prevent,105.28,98,Artículo Maquillaje Prevent en venta en tienda,fig_298,1
7213509,44,105.28,508.21,Nota de Crédito,2142560,98294058,2020-07-10,50.75,1943.01,Reembolsada,40879,pUNUV8Vz,Maquillaje Prevent,105.28,98,Artículo Maquillaje Prevent en venta en tienda,fig_298,1
6298853,57,105.28,412.61,Recibo,3525498,94274361,2023-10-20,8.97,89238.9,En proceso,40879,pUNUV8Vz,Maquillaje Prevent,105.28,98,Artículo Maquillaje Prevent en venta en tienda,fig_298,1
6472698,51,105.28,636.84,Recibo,1010505,84531980,2016-03-27,68.26,7511.5,Pendiente,40879,pUNUV8Vz,Maquillaje Prevent,105.28,98,Artículo Maquillaje Prevent en venta en tienda,fig_298,1
6604095,71,105.28,765.03,Boleta de Venta,1431021,58731953,2021-11-10,90.5,81329.26,Reembolsada,40879,pUNUV8Vz,Maquillaje Prevent,105.28,98,Artículo Maquillaje Prevent en venta en tienda,fig_298,1
3488216,2,831.19,802.02,Factura,3731347,65574790,2015-11-22,71.36,58007.95,Cancelada,32684,457Ti1uV,Cama Prove,831.19,97,Artículo Cama Prove en venta en tienda,fig_343,1
7517532,1,831.19,710.24,Boleta de Venta,7674254,64739647,2017-12-08,71.84,64462.06,Cancelada,32684,457Ti1uV,Cama Prove,831.19,97,Artículo Cama Prove en venta en tienda,fig_343,1
6156327,13,831.19,982.88,Recibo,8432724,96662562,2023-07-24,65.96,14675.38,Reembolsada,32684,457Ti1uV,Cama Prove,831.19,97,Artículo Cama Prove en venta en tienda,fig_343,1
8729406,72,831.19,554.08,Factura,3045450,32434241,2017-07-30,37.57,77403.21,Reembolsada,32684,457Ti1uV,Cama Prove,831.19,97,Artículo Cama Prove en venta en tienda,fig_343,1
5326897,22,894.27,26.66,Factura,3731347,65574790,2015-11-22,71.36,58007.95,Cancelada,75369,37DGDw1w,Tableta Realize,894.27,22,Artículo Tableta Realize en venta en tienda,fig_378,1
7570466,64,894.27,631.0,Boleta de Venta,8329944,99371676,2018-05-20,11.93,3119.35,Cancelada,75369,37DGDw1w,Tableta Realize,894.27,22,Artículo Tableta Realize en venta en tienda,fig_378,1
9830376,72,894.27,158.36,Nota de Débito,7640106,10626021,2015-03-16,13.01,78835.09,Cancelada,75369,37DGDw1w,Tableta Realize,894.27,22,Artículo Tableta Realize en venta en tienda,fig_378,1
9825427,91,894.27,440.2,Recibo,1010505,84531980,2016-03-27,68.26,7511.5,Pendiente,75369,37DGDw1w,Tableta Realize,894.27,22,Artículo Tableta Realize en venta en tienda,fig_378,1
7861795,39,894.27,955.9,Nota de Crédito,5534698,42128310,2021-12-01,99.58,99438.9,En proceso,75369,37DGDw1w,Tableta Realize,894.27,22,Artículo Tableta Realize en venta en tienda,fig_378,1
9335333,82,894.27,132.9,Factura,2739129,95923065,2016-12-13,83.8,29374.72,Reembolsada,75369,37DGDw1w,Tableta Realize,894.27,22,Artículo Tableta Realize en venta en tienda,fig_378,1
8476515,20,217.61,187.66,Factura,3731347,65574790,2015-11-22,71.36,58007.95,Cancelada,13750,QKXSIF9C,Bolígrafo Generation,217.61,37,Artículo Bolígrafo Generation en venta en tienda,fig_444,1
7014835,34,217.61,48.94,Factura,7478840,88305150,2021-01-31,99.16,96114.89,Reembolsada,13750,QKXSIF9C,Bolígrafo Generation,217.61,37,Artículo Bolígrafo Generation en venta en tienda,fig_444,1
6529810,1,217.61,740.52,Nota de Crédito,7099713,90397973,2021-04-03,69.53,21633.32,Cancelada,13750,QKXSIF9C,Bolígrafo Generation,217.61,37,Artículo Bolígrafo Generation en venta en tienda,fig_444,1
4396972,93,217.61,636.47,Recibo,7611589,77118637,2015-03-30,14.67,50636.91,Reembolsada,13750,QKXSIF9C,Bolígrafo Generation,217.61,37,Artículo Bolígrafo Generation en venta en tienda,fig_444,1
8092470,1,217.61,408.28,Ticket de Venta,7470515,98786712,2020-12-08,69.2,18012.73,En proceso,13750,QKXSIF9C,Bolígrafo Generation,217.61,37,Artículo Bolígrafo Generation en venta en tienda,fig_444,1
4267354,36,217.61,305.07,Factura,3045450,32434241,2017-07-30,37.57,77403.21,Reembolsada,13750,QKXSIF9C,Bolígrafo Generation,217.61,37,Artículo Bolígrafo Generation en venta en tienda,fig_444,1
4575530,20,217.61,501.33,Nota de Crédito,8635972,45331981,2018-04-21,94.19,9142.85,Cancelada,13750,QKXSIF9C,Bolígrafo Generation,217.61,37,Artículo Bolígrafo Generation en venta en tienda,fig_444,1
3924651,73,217.61,412.51,Factura,7259769,50646597,2017-06-23,62.5,9392.09,Cancelada,13750,QKXSIF9C,Bolígrafo Generation,217.61,37,Artículo Bolígrafo Generation en venta en tienda,fig_444,1
8802115,1,217.61,961.87,Recibo,5871385,95618830,2021-11-19,8.69,29520.31,Completada,13750,QKXSIF9C,Bolígrafo Generation,217.61,37,Artículo Bolígrafo Generation en venta en tienda,fig_444,1
6418667,78,229.01,306.76,Factura,3731347,65574790,2015-11-22,71.36,58007.95,Cancelada,39582,FK2chSV6,Camisa Past,229.01,81,Artículo Camisa Past en venta en tienda,fig_755,1
3624077,4,229.01,553.83,Ticket de Venta,6304051,51896576,2019-06-14,99.54,1956.25,Cancelada,39582,FK2chSV6,Camisa Past,229.01,81,Artículo Camisa Past en venta en tienda,fig_755,1
3560495,37,229.01,529.1,Ticket de Venta,4018086,13172633,2019-08-04,52.35,98181.85,Reembolsada,39582,FK2chSV6,Camisa Past,229.01,81,Artículo Camisa Past en venta en tienda,fig_755,1
3622062,7,229.01,700.54,Recibo,1392549,27991959,2019-03-20,63.62,77340.47,En proceso,39582,FK2chSV6,Camisa Past,229.01,81,Artículo Camisa Past en venta en tienda,fig_755,1
5270703,36,229.01,922.46,Factura,2002047,40283213,2019-04-22,85.6,44549.26,Cancelada,39582,FK2chSV6,Camisa Past,229.01,81,Artículo Camisa Past en venta en tienda,fig_755,1
9896132,6,18.71,452.36,Boleta de Venta,8063895,62161742,2023-03-03,83.7,4718.29,Completada,51470,7luAG89Y,Juguete Interest,18.71,47,Artículo Juguete Interest en venta en tienda,fig_335,1
7799029,56,18.71,843.2,Factura,6384247,27800116,2023-10-21,22.33,91303.38,Cancelada,51470,7luAG89Y,Juguete Interest,18.71,47,Artículo Juguete Interest en venta en tienda,fig_335,1
6415402,58,18.71,464.33,Factura,1237103,55345253,2016-03-20,14.95,64810.36,En proceso,51470,7luAG89Y,Juguete Interest,18.71,47,Artículo Juguete Interest en venta en tienda,fig_335,1
9471617,96,18.71,380.44,Ticket de Venta,2332479,18718495,2021-01-01,12.1,7084.1,Reembolsada,51470,7luAG89Y,Juguete Interest,18.71,47,Artículo Juguete Interest en venta en tienda,fig_335,1
9598512,46,18.71,83.39,Recibo,9441104,49520426,2017-06-13,39.21,98043.07,Cancelada,51470,7luAG89Y,Juguete Interest,18.71,47,Artículo Juguete Interest en venta en tienda,fig_335,1
8351583,31,18.71,477.6,Factura,7039328,35889451,2018-07-19,59.21,78528.4,Cancelada,51470,7luAG89Y,Juguete Interest,18.71,47,Artículo Juguete Interest en venta en tienda,fig_335,1
3521655,33,18.71,542.72,Recibo,7601478,77896987,2019-12-12,36.75,92403.9,Completada,51470,7luAG89Y,Juguete Interest,18.71,47,Artículo Juguete Interest en venta en tienda,fig_335,1
4299876,27,18.71,824.87,Boleta de Venta,3404147,73365807,2022-09-30,94.48,59148.59,Reembolsada,51470,7luAG89Y,Juguete Interest,18.71,47,Artículo Juguete Interest en venta en tienda,fig_335,1
4322718,83,18.71,891.67,Recibo,8386455,66729868,2015-02-04,98.89,62725.92,En proceso,51470,7luAG89Y,Juguete Interest,18.71,47,Artículo Juguete Interest en venta en tienda,fig_335,1
8129834,91,872.34,787.55,Boleta de Venta,8063895,62161742,2023-03-03,83.7,4718.29,Completada,82016,8dESpMH7,Zapatos Shake,872.34,88,Artículo Zapatos Shake en venta en tienda,fig_550,1
9656524,65,872.34,712.73,Nota de Crédito,2481888,48455393,2022-01-25,50.39,69446.4,Cancelada,82016,8dESpMH7,Zapatos Shake,872.34,88,Artículo Zapatos Shake en venta en tienda,fig_550,1
6628114,26,872.34,153.89,Recibo,3254632,24154410,2020-07-07,68.28,11918.52,Completada,82016,8dESpMH7,Zapatos Shake,872.34,88,Artículo Zapatos Shake en venta en tienda,fig_550,1
5450385,36,872.34,360.78,Ticket de Venta,5707753,66461671,2022-04-07,95.76,1993.27,En proceso,82016,8dESpMH7,Zapatos Shake,872.34,88,Artículo Zapatos Shake en venta en tienda,fig_550,1
9081339,70,635.4,354.97,Boleta de Venta,8063895,62161742,2023-03-03,83.7,4718.29,Completada,39582,hqS27Hlg,Pantalón Member,635.4,52,Artículo Pantalón Member en venta en tienda,fig_423,1
5296997,40,635.4,847.14,Ticket de Venta,7556087,31722432,2020-03-01,74.87,37669.24,Pendiente,39582,hqS27Hlg,Pantalón Member,635.4,52,Artículo Pantalón Member en venta en tienda,fig_423,1
3370987,56,635.4,268.17,Boleta de Venta,6514950,32041200,2021-12-28,53.19,95606.75,Pendiente,39582,hqS27Hlg,Pantalón Member,635.4,52,Artículo Pantalón Member en venta en tienda,fig_423,1
6933795,21,582.7,159.3,Boleta de Venta,8063895,62161742,2023-03-03,83.7,4718.29,Completada,75369,fCPpIX2a,Tableta Population,582.7,39,Artículo Tableta Population en venta en tienda,fig_812,1
9065305,82,582.7,446.26,Ticket de Venta,2175621,41204287,2023-08-26,88.08,62024.97,Reembolsada,75369,fCPpIX2a,Tableta Population,582.7,39,Artículo Tableta Population en venta en tienda,fig_812,1
5011262,38,582.7,547.86,Recibo,6328507,36206761,2018-10-28,51.26,51061.8,Pendiente,75369,fCPpIX2a,Tableta Population,582.7,39,Artículo Tableta Population en venta en tienda,fig_812,1
7336776,68,582.7,197.76,Recibo,4491794,56586683,2015-04-27,57.78,62919.47,En proceso,75369,fCPpIX2a,Tableta Population,582.7,39,Artículo Tableta Population en venta en tienda,fig_812,1
4558929,4,582.7,463.53,Factura,7851211,60828850,2015-03-18,65.28,98571.0,Pendiente,75369,fCPpIX2a,Tableta Population,582.7,39,Artículo Tableta Population en venta en tienda,fig_812,1
4473801,86,582.7,839.61,Ticket de Venta,7900529,64533845,2016-07-05,87.22,66626.49,Cancelada,75369,fCPpIX2a,Tableta Population,582.7,39,Artículo Tableta Population en venta en tienda,fig_812,1
8873829,32,582.7,912.77,Ticket de Venta,8485635,45494989,2021-03-09,8.48,58337.58,Reembolsada,75369,fCPpIX2a,Tableta Population,582.7,39,Artículo Tableta Population en venta en tienda,fig_812,1
6617450,83,656.32,499.8,Boleta de Venta,8063895,62161742,2023-03-03,83.7,4718.29,Completada,64218,ekhf8nVB,Galleta Concern,656.32,18,Artículo Galleta Concern en venta en tienda,fig_756,1
7772546,68,656.32,623.57,Ticket de Venta,4018086,13172633,2019-08-04,52.35,98181.85,Reembolsada,64218,ekhf8nVB,Galleta Concern,656.32,18,Artículo Galleta Concern en venta en tienda,fig_756,1
4050481,13,656.32,309.82,Boleta de Venta,8849804,42277178,2021-05-24,62.14,54481.16,Completada,64218,ekhf8nVB,Galleta Concern,656.32,18,Artículo Galleta Concern en venta en tienda,fig_756,1
5931213,40,984.43,879.84,Ticket de Venta,4701466,82810084,2015-09-13,20.49,33709.37,Completada,32684,09pj2cPf,Cama Ago,984.43,71,Artículo Cama Ago en venta en tienda,fig_521,1
6936977,72,984.43,641.75,Nota de Crédito,9098700,28507557,2023-04-13,0.08,55100.24,Cancelada,32684,09pj2cPf,Cama Ago,984.43,71,Artículo Cama Ago en venta en tienda,fig_521,1
4760286,17,984.43,266.36,Factura,4862642,15082105,2016-04-07,97.83,31971.51,Pendiente,32684,09pj2cPf,Cama Ago,984.43,71,Artículo Cama Ago en venta en tienda,fig_521,1
5840225,17,984.43,137.38,Ticket de Venta,8256845,62553380,2019-07-05,72.54,97817.15,En proceso,32684,09pj2cPf,Cama Ago,984.43,71,Artículo Cama Ago en venta en tienda,fig_521,1
4500885,53,984.43,996.44,Factura,4778296,93262087,2019-08-07,3.97,32644.11,Cancelada,32684,09pj2cPf,Cama Ago,984.43,71,Artículo Cama Ago en venta en tienda,fig_521,1
3686799,53,984.43,362.45,Nota de Crédito,8071411,82440420,2022-12-13,49.22,77126.42,Pendiente,32684,09pj2cPf,Cama Ago,984.43,71,Artículo Cama Ago en venta en tienda,fig_521,1
6942314,72,984.43,457.17,Nota de Crédito,3649788,87029994,2020-07-25,69.24,40749.1,Completada,32684,09pj2cPf,Cama Ago,984.43,71,Artículo Cama Ago en venta en tienda,fig_521,1
8591131,30,889.94,35.91,Ticket de Venta,4701466,82810084,2015-09-13,20.49,33709.37,Completada,39582,OYJvQOa5,Vestido Science,889.94,21,Artículo Vestido Science en venta en tienda,fig_280,1
4967823,8,889.94,302.32,Boleta de Venta,3616988,74070220,2021-01-28,66.93,5654.28,Completada,39582,OYJvQOa5,Vestido Science,889.94,21,Artículo Vestido Science en venta en tienda,fig_280,1
6419267,29,889.94,536.81,Factura,7851211,60828850,2015-03-18,65.28,98571.0,Pendiente,39582,OYJvQOa5,Vestido Science,889.94,21,Artículo Vestido Science en venta en tienda,fig_280,1
3941222,78,889.94,796.63,Nota de Débito,6786466,12932472,2017-04-19,20.58,3840.73,Completada,39582,OYJvQOa5,Vestido Science,889.94,21,Artículo Vestido Science en venta en tienda,fig_280,1
4050584,72,310.94,392.26,Ticket de Venta,4701466,82810084,2015-09-13,20.49,33709.37,Completada,32684,iv6kswXl,Cuadro Policy,310.94,14,Artículo Cuadro Policy en venta en tienda,fig_187,1
8607935,84,310.94,541.31,Ticket de Venta,3501797,16887524,2022-04-07,6.74,35814.96,Cancelada,32684,iv6kswXl,Cuadro Policy,310.94,14,Artículo Cuadro Policy en venta en tienda,fig_187,1
9932622,30,310.94,250.32,Recibo,2280674,69825737,2015-08-16,16.72,8226.17,Reembolsada,32684,iv6kswXl,Cuadro Policy,310.94,14,Artículo Cuadro Policy en venta en tienda,fig_187,1
6493992,17,310.94,38.07,Nota de Crédito,2401323,61866985,2018-06-17,72.02,55232.17,Pendiente,32684,iv6kswXl,Cuadro Policy,310.94,14,Artículo Cuadro Policy en venta en tienda,fig_187,1
